"origem","tabela","id_mandato","slot","url","trecho","arquivo","status_download","resultado"
"curada_governos","eventos_governos_fonte_oficial.csv","M2002_PE_4_15_923",1,"https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/pronunciamento/361583","eu desejo registrar a posse à frente do Governo do Estado de Pernambuco do Vice-Governador Mendonça Filho, em solenidade que transcorreu no dia 31 de março passado, na Assembléia Legislativa do Estado.","250746506ed428ce2146e35bb14c9b5a.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2002_PE_4_15_923",2,"https://www.camara.leg.br/deputados/74428/biografia","Vice-Governador(a), PE, Partido: PFL, Período: 2003 a 2006; Governador(a), PE, Partido: PFL, Período: 2006 a 2006.","343254c39e121274631936b1e5b7672b.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_PE_4_40_170000000002",1,"https://www.alepe.pe.gov.br/Flip/pubs/diario-oficial-05042014/Flip.pdf","Recife, sábado, 5 de abril de 2014 Poder Legislativo Assembleia empossa João Lyra Neto como governador do Estado Novo chefe do Executivo assumiu cargo na sexta-feira, após renúncia de Eduardo Campos","f2d1cd6158b1616acfdc59af1f8ad0c2.pdf","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_PE_4_40_170000000002",2,"https://psb40.org.br/joao-lyra-neto-assume-o-governo-de-pernambuco/","O povo pernambucano, na tarde desta sexta-feira (04/04), se despediu do ex-governador Eduardo Campos e celebrou a chegada do recém-empossado chefe do Executivo estadual, João Lyra Neto.","dd259802fca719a6fddef3052898cecc.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_PI_3_15_180001803000151",1,"https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/hugo-napoleao-do-rego-neto","Com a cassação do mandato de governador de Mão Santa em 2001 e a decisão TSE de empossar no cargo o segundo colocado no segundo turno, Hugo Napoleão renunciou ao mandato de senador e foi empossado no governo do Piauí","0e663e35cb33265dd0be297afe69238e.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_PI_3_15_180001803000151",2,"https://pt.wikipedia.org/wiki/M%C3%A3o_Santa","Após julgamento de 7 votos a zero Tribunal Superior Eleitoral cassou seu mandato em 6 de novembro de 2001","6cf227dd171547e4d6b4ec694694b1fd.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_PI_3_13_10075",1,"https://web.archive.org/web/2010id_/http://www.cidadeverde.com:80/veja-com-exclusividade-carta-de-renuncia-do-governador-wellington-dias-55799","01/04/10, 09:58 Veja com exclusividade carta de renúncia do governador Wellington Dias Wellington Dias entrega o cargo a Wilson Martins em solenidade no Palácio de Karnak, após a posse na Alepi.","0aae217bd3729efeabab8ca9f56312f1.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_PI_3_13_10075",2,"https://web.archive.org/web/2010id_/http://www.tvcanal13.com.br:80/noticias/emocionados-wdias-renuncia-e-wilson-martins-assume-governo-do-piaui-97865.asp","Na manhã desta quinta-feira (01) aconteceu sessão ordinária na Assembléia Legislativa do Piauí onde Wellington Dias renunciou oficialmente o cargo de governador.","9526115e48f8bf86618cbf5421adc559.asp","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_PI_3_40_180000000334",1,"http://g1.globo.com/pi/piaui/noticia/2014/04/jose-filho-pmdb-e-empossado-como-novo-governador-do-piaui.html","O vice-governador José Filho (PMDB) assumiu nesta sexta-feira (4) o cargo de chefe do executivo estadual. A posse aconteceu na Assembleia Legislativa após a entrega da carta de renúncia enviada pelo ex-governador Wilson Martins (PSB)","e412a497f0a019defcf1d17ac427634d.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_PI_3_40_180000000334",2,"https://web.archive.org/web/2014id_/http://www.meionorte.com:80/efremribeiro/jose-filho-assume-governo-e-reune-secretariado-na-2-feira-para-tracar-metas-291693.html","O vice-governador Antônio José de Moraes Souza Filho tomou posse nesta sexta-feira, em solenidade na Assembleia Legislativa, e recebeu o cargo de governador no Palácio do Karnak, transmitido por Wilson Martins.","30f2685b3ab77e91997a3925e790f26e.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2018_PI_3_13_180000614002",1,"https://www.al.pi.leg.br/comunicacao/noticias/wellington-dias-entrega-renuncia-do-cargo-de-governador-a-assembleia","O governador do Piauí, Wellington Dias, apresentou, nesta quinta-feira (31), à Mesa Diretora da Assembleia Legislativa (Alepi), o pedido renúncia do cargo.","c97daddca09c8ab2ae6f5c6f1941c4f5.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2018_PI_3_13_180000614002",2,"https://g1.globo.com/pi/piaui/noticia/2022/03/31/quem-e-regina-sousa-pt-a-primeira-mulher-governadora-efetiva-do-piaui-que-assume-nesta-quinta-31.ghtml","O atual governador Wellington Dias (PT) deixa o cargo após dois mandatos consecutivos e deve concorrer ao Senado nas eleições de 2022.","7e577fbf02251e3da2d499376be19f23.ghtml","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_PI_4_13_10090",1,"https://web.archive.org/web/2010id_/http://www.meionorte.com:80/efremribeiro,wilson-martins-toma-posse-e-convida-emilio-junior-para-secretaria-de-fazenda,120672.html","01/04/2010 - 11h:48 O vice-governador Wilson Martins (PSB) tomou posse na manhã desta quinta-feira na Assembléia Legislativa.","06f32346e916c6acea65fde8f6944eef.html","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_PI_4_13_10090",2,"https://web.archive.org/web/2010id_/http://www.tvcanal13.com.br:80/noticias/emocionados-wdias-renuncia-e-wilson-martins-assume-governo-do-piaui-97865.asp","Wilson Martins foi empossado como novo Governador do Piauí pelo deputado Themístocles Filho, e em seguida recebeu um abraço do ex-governador Wellington Dias.","9526115e48f8bf86618cbf5421adc559.asp","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_PI_4_40_180000000335",1,"http://g1.globo.com/pi/piaui/noticia/2014/04/jose-filho-pmdb-e-empossado-como-novo-governador-do-piaui.html","O vice-governador José Filho (PMDB) assumiu nesta sexta-feira (4) o cargo de chefe do executivo estadual. A posse aconteceu na Assembleia Legislativa após a entrega da carta de renúncia enviada pelo ex-governador Wilson Martins (PSB)","e412a497f0a019defcf1d17ac427634d.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_PI_4_40_180000000335",2,"https://web.archive.org/web/2014id_/http://www.meionorte.com:80/efremribeiro/jose-filho-assume-governo-e-reune-secretariado-na-2-feira-para-tracar-metas-291693.html","O vice-governador Antônio José de Moraes Souza Filho tomou posse nesta sexta-feira, em solenidade na Assembleia Legislativa, e recebeu o cargo de governador no Palácio do Karnak, transmitido por Wilson Martins.","30f2685b3ab77e91997a3925e790f26e.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2018_PI_4_13_180000614003",1,"https://www.al.pi.leg.br/comunicacao/noticias/assembleia-legislativa-da-posse-a-regina-sousa-como-governadora-do-piaui","A vice-governadora Regina Sousa (PT) tomou posse na Assembleia Legislativa, na manhã desta quinta-feira, como a primeira governadora do Piauí. A posse aconteceu logo após a leitura da renúncia do governador Wellington Dias","e463e7f4b62901883eaca7b807c3d550.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2018_PI_4_13_180000614003",2,"https://g1.globo.com/pi/piaui/noticia/2022/03/31/quem-e-regina-sousa-pt-a-primeira-mulher-governadora-efetiva-do-piaui-que-assume-nesta-quinta-31.ghtml","Maria Regina Sousa, 71 anos, assume nesta quinta-feira (31) o governo do Piauí e se torna a primeira mulher a assumir o cargo efetivamente.","7e577fbf02251e3da2d499376be19f23.ghtml","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_PR_3_25_160001603000251",1,"https://www.casacivil.pr.gov.br/Pagina/Jaime-Lerner","Eleito governador do Estado do Paraná em 1994 e reeleito em 1998","e16e5f20dba5be43c1909a6eca481ea4.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2002_PR_3_15_152",1,"https://www.casacivil.pr.gov.br/Pagina/Governantes-no-Periodo-Republicano","141 - ROBERTO REQUIÃO DE MELLO E SILVA Nascido em Curitiba (PR) - 05.03.1941 Governador (Ver nº 135 e 143) 01.01.2003 a 31.12.2006","fb9bbd8207ed9f84f7ec825d1be0c423.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2002_PR_3_15_152",2,"https://www.gazetadopovo.com.br/vida-e-cidadania/pedro-ivo-preside-sua-ultima-sessao-como-presidente-e-faz-balanco-do-periodo-a99dnrz3rgnyblu3pyzs2qs7i/","Mesmo com o retorno do governador Roberto Requião , e do vice Orlando Pessuti, aos cargos nesta terça-feira (7) - e a conseqüente saída de Hermas Brandão do cargo interino de chefe do executivo no mesmo dia","a62ed4ec4d1e9e309fb422c340559c24.bin","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_PR_3_15_10135",1,"https://www.casacivil.pr.gov.br/Pagina/Orlando-Pessuti","Em 2010, no dia 01.04.2010, assumiu definitivamente o Governo do Estado do Paraná, em função da renúncia do governador Roberto Requião.","c69be5aa8de3dfca5a55da13fdf2ccd8.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_PR_3_15_10135",2,"https://www.gazetadopovo.com.br/vida-publica/carta-de-renuncia-de-requiao-e-lida-na-assembleia-0awpdi52ih6eqroczz79iht1q/","Na carta, o governador afirma que se afasta do cargo a partir do dia 1º de abril em cumprimento de determinação constitucional.","4669700bcfa0e14a16a97750853437eb.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2014_PR_3_45_160000000558",1,"https://www.casacivil.pr.gov.br/Pagina/Maria-Aparecida-Borghetti","Nas eleições de 2014, foi candidata a vice-governadora na chapa de reeleição do governador Beto Richa, ambos sendo eleitos. Com a renúncia do titular, tornou-se governadora em 6 de abril de 2018.","476950f498ce0e7f1ba172273a6acbc5.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2014_PR_3_45_160000000558",2,"https://www.gazetadopovo.com.br/politica/parana/eleicoes-2018/quem-e-cida-borghetti-a-sucessora-de-richa-no-governo-do-parana-28ertc7nagnx25z271coerhdb/","Desde as 11 horas de sexta-feira (6) , o Paraná é governado por uma mulher pela primeira vez na história de forma definitiva. Cida Borghetti (PP), de 53 anos, assumiu o posto no lugar de Beto Richa (PSDB), que renunciou ao mandato","42ebe8390f47a11b31a8ec3aee644abb.bin","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_PR_4_141_160001604001411",1,"https://www.casacivil.pr.gov.br/Pagina/Governantes-no-Periodo-Republicano","140 - EMILIA DE SALLES BELINATI Nascida em Londrina (PR) - 29.05.1945 Vice-Governadora (Ver nº 138) 01.01.1999 a 01.01.2003","fb9bbd8207ed9f84f7ec825d1be0c423.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_PR_4_141_160001604001411",2,"https://basearch.coc.fiocruz.br/index.php/emilia-belinati","Vice-governadora do Paraná, 1995-2002","976845e7a87cd54ac266759a961364f0.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_PR_4_15_11123",1,"https://www.casacivil.pr.gov.br/Pagina/Orlando-Pessuti","Em 2010, no dia 01.04.2010, assumiu definitivamente o Governo do Estado do Paraná, em função da renúncia do governador Roberto Requião.","c69be5aa8de3dfca5a55da13fdf2ccd8.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_PR_4_15_11123",2,"https://www.gazetadopovo.com.br/vida-publica/carta-de-renuncia-de-requiao-e-lida-na-assembleia-0awpdi52ih6eqroczz79iht1q/","Requião deixa o governo para disputar uma vaga ao Senado. Orlando Pessuti (PMDB) assume na próxima quinta-feira (1º).","4669700bcfa0e14a16a97750853437eb.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2014_PR_4_45_160000000559",1,"https://www.casacivil.pr.gov.br/Pagina/Maria-Aparecida-Borghetti","Com a renúncia do titular, tornou-se governadora em 6 de abril de 2018.","476950f498ce0e7f1ba172273a6acbc5.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2014_PR_4_45_160000000559",2,"https://www.gazetadopovo.com.br/politica/parana/eleicoes-2018/quem-e-cida-borghetti-a-sucessora-de-richa-no-governo-do-parana-28ertc7nagnx25z271coerhdb/","Desde as 11 horas de sexta-feira (6) , o Paraná é governado por uma mulher pela primeira vez na história de forma definitiva. Cida Borghetti (PP), de 53 anos, assumiu o posto no lugar de Beto Richa (PSDB)","42ebe8390f47a11b31a8ec3aee644abb.bin","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RJ_3_12_190001903000121",1,"https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/benedita-sousa-da-silva","Em 5 de abril de 2002, Benedita assumiu o governo do estado, em substituição a Garotinho que, recém desligado do PDT, renunciou ao cargo para concorrer à presidência da República na legenda do Partido Socialista Brasileiro (PSB).","6f71807877a4f5370eaceb0b509d3b55.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RJ_3_12_190001903000121",2,"http://www1.folha.uol.com.br/fsp/brasil/fc0604200211.htm","O Palácio Guanabara, sede do governo do Rio, foi transformado ontem em palco para comício de campanha de Anthony Garotinho (PSB), que renunciou ao governo do Estado no início da noite para concorrer à Presidência.","b8807fdb89262e989c466388f231e984.htm","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_RJ_3_15_190000000130",1,"http://g1.globo.com/rio-de-janeiro/noticia/2014/04/sergio-cabral-renuncia-atraves-de-carta-lida-em-solenidade-no-rio.html","Sérgio Cabral renunciou na tarde desta quinta-feira (3) ao cargo de governador do Rio de Janeiro, após cumprir dois mandatos. A renúncia foi escrita em uma carta, lida pelo presidente da Assembleia Legislativa do Rio de Janeiro (Alerj)","be518ef67941362cb7cf113b2bd2c22f.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_RJ_3_15_190000000130",2,"http://www1.folha.uol.com.br/poder/2014/04/1435752-novo-governador-do-rio-toma-posse-na-assembleia-legislativa.shtml","Pezão defendeu com veemência seu antecessor Sérgio Cabral (PMDB), que apresentou ontem sua carta de renúncia .","d55bd8eb765feee0fd0025791daf704c.shtml","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M2018_RJ_3_20_190000612301",1,"https://www.alerj.rj.gov.br/Visualizar/Noticia/50487","Por unanimidade, o Tribunal Especial Misto (TEM) decidiu pelo impeachment do governador Wilson Witzel, nesta sexta-feira (30/04).","1183771f8226785d37e1604eb60099fe.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2018_RJ_3_20_190000612301",2,"https://g1.globo.com/rj/rio-de-janeiro/noticia/2021/04/30/tribunal-especial-abre-a-sessao-para-decidir-impeachment-de-witzel-1.ghtml","O Tribunal Especial Misto votou de forma unânime na tarde desta sexta-feira (30) pelo impeachment de Wilson Witzel , que perde definitivamente o do cargo de governador do Rio de Janeiro .","cce4d3afff360cde4ae7e2e8198f591a.ghtml","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M2022_RJ_3_22_190001615753",1,"https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/03/23/apos-renuncia-de-castro-presidente-do-tjrj-assume-o-governo-e-tem-48h-para-convocar-eleicao-indireta-entenda.ghtml","Com a renúncia do governador Cláudio Castro (PL) , feita na noite desta segunda-feira (23), o governador em exercício terá até 48 horas para convocar uma eleição indireta que definirá o novo chefe do Palácio Guanabara.","a5f37c24546234d8075e1d3040880faa.ghtml","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M2022_RJ_3_22_190001615753",2,"https://www1.folha.uol.com.br/poder/2026/03/claudio-castro-renuncia-ao-governo-do-rj-saio-com-a-cabeca-erguida.shtml","O governador do Rio de Janeiro , Cláudio Castro ( PL ), afirmou nesta segunda-feira (23) que sai com a """"cabeça erguida"""" do comando do Palácio Guanabara. Castro sai do cargo para se candidatar ao Senado em outubro.","e2dad387675e3ae1f8f965c3b9fe934a.shtml","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RJ_4_131_190001904001311",1,"https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/benedita-sousa-da-silva","Em 5 de abril de 2002, Benedita assumiu o governo do estado, em substituição a Garotinho que, recém desligado do PDT, renunciou ao cargo para concorrer à presidência da República na legenda do Partido Socialista Brasileiro (PSB).","6f71807877a4f5370eaceb0b509d3b55.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RJ_4_131_190001904001311",2,"http://www1.folha.uol.com.br/folha/brasil/ult96u31047.shtml","Ao assumir ontem o governo do Rio, a petista Benedita da Silva, 60, disse que estava pegando """"um trem em movimento""""","ae19b8317a5667a19cb4354613493979.shtml","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_RJ_4_15_190000000131",1,"http://www1.folha.uol.com.br/poder/2014/04/1435752-novo-governador-do-rio-toma-posse-na-assembleia-legislativa.shtml","O peemedebista Luiz Fernando Pezão tomou posse oficialmente como governador do Rio na manhã desta sexta-feira (4) no Palácio Tiradentes, sede da Assembleia Legislativa do Estado.","d55bd8eb765feee0fd0025791daf704c.shtml","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2010_RJ_4_15_190000000131",2,"http://g1.globo.com/rio-de-janeiro/noticia/2014/04/sergio-cabral-renuncia-atraves-de-carta-lida-em-solenidade-no-rio.html","O cargo está em vacância até sexta-feira (4), quando Luiz Fernando Pezão deixa de ser governador em exercício e toma posse do cargo em definitivo.","be518ef67941362cb7cf113b2bd2c22f.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2018_RJ_4_20_190000612303",1,"https://www.alerj.rj.gov.br/Visualizar/Noticia/50489","A Assembleia Legislativa do Rio de Janeiro (Alerj) deu posse, neste sábado (01/05), ao governador Cláudio Castro, para exercer o mandato até dezembro de 2022.","928a840043460f04ab3e247a09cbf9db.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2018_RJ_4_20_190000612303",2,"https://www1.folha.uol.com.br/poder/2021/05/claudio-castro-toma-posse-como-governador-do-rio-apos-impeachment-de-witzel.shtml","Após o impeachment de Wilson Witzel (PSC) , Cláudio Castro (PSC), aliado do presidente Jair Bolsonaro, assumiu em definitivo o Governo do Rio na manhã deste sábado (1º). A cerimônia de posse ocorreu na Alerj","502fd2ebb7eb47297d390a331b863592.shtml","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M2022_RJ_4_22_190001738844",1,"https://www.alerj.rj.gov.br/Visualizar/Noticia/76016","Logo após o fim da votação que aprovou seu nome ao TCE, Pampolha encaminhou comunicado oficializando sua renúncia ao cargo de vice-governador, que foi lido ainda em plenário pelo presidente da Alerj.","19f893e339a70f68710738f94578deb8.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2022_RJ_4_22_190001738844",2,"https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/05/21/alerj-nomeacao-thiago-pampolha-conselheiro-do-tce.ghtml","Logo em seguida à eleição na Alerj , Pampolha apresentou sua renúncia ao cargo de vice-governador, e deve tomar posse no TCE nas próximas horas .","42cfb0897d60e1dd3467cdaa8207ba77.ghtml","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RN_3_15_200002003000151",1,"https://web.archive.org/web/20021201114319id_/http://www.tribunadonorte.com.br:80/anteriores/020405/politica/poli1.html","foi quem entregou à mesa diretora da Assembléia Legislativa, ontem à tarde, o ofício 089/2002, em que o governador Garibaldi Filho comunicava sua renúncia ao cargo.","92a1de83f89a7cdcc6fbcf297f6a596f.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RN_3_15_200002003000151",2,"https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/fernando-antonio-da-camara-freire","o então governador Garibaldi Alves Filho afastou-se de suas funções para dedicar-se a sua candidatura ao Senado Federal. Por este motivo, em 5 de abril de 2002, Fernando Freire assumiu interinamente o governo do estado.","09d8745718c33c59f850e3d78c4cdacd.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RN_3_40_10006",1,"https://www.al.rn.leg.br/noticia/172/assembleia-realiza-posse-do-novo-governador-do-estado","Iberê vai assumir o governo em virtude da desincompatibilização da atual governadora, Wilma Maria de Faria. Durante a sessão, o primeiro secretário da Casa, deputado Ricardo Motta deve ler o ofício de renúncia da governadora","3a67f7dc4c7f60994f1439cf407b1e04.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RN_3_40_10006",2,"https://web.archive.org/web/2010id_/http://g1.globo.com:80/Noticias/Politica/0,,MUL1554234-5601,00-DE+OLHO+NO+SENADO+NOVE+GOVERNADORES+RENUNCIAM+AOS+CARGOS.html","Wilma de Faria (PSB) renunciou ao governo do Rio Grande do Norte na quarta e transmitiu o cargo ao vice, Iberê de Souza (PSB).","5ff625dea797944a540404d992ae145f.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RN_4_111_200002004001111",1,"https://web.archive.org/web/20020502174525id_/http://www.tribunadonorte.com.br:80/anteriores/020406/politica/poli1.html","Fernando Freire recebe o cargo de Garibaldi Filho: uma transição sem interrupções 06/04/02 """"Multiplicar o tempo por três, esticar o dia de trabalho para 72 horas"""", é o mote que o governador Fernando Freire, empossado ontem no cargo","545f9215c14222e3a243798c053d5d29.html","ok","nenhum"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RN_4_111_200002004001111",2,"https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/fernando-antonio-da-camara-freire","Por este motivo, em 5 de abril de 2002, Fernando Freire assumiu interinamente o governo do estado.","09d8745718c33c59f850e3d78c4cdacd.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RN_4_40_10007",1,"https://www.al.rn.leg.br/noticia/171/assembleia-da-posse-a-ibere-ferreira-de-souza","Assembleia dá posse a Iberê Ferreira de Souza 31/03/2010 “Assumo, a partir deste momento, o honroso dever e a grande missão de governar o Rio Grande do Norte.","ff50c75b160d6f225d1068ce45b59c51.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RN_4_40_10007",2,"https://web.archive.org/web/2010id_/http://g1.globo.com:80/Noticias/Politica/0,,MUL1554234-5601,00-DE+OLHO+NO+SENADO+NOVE+GOVERNADORES+RENUNCIAM+AOS+CARGOS.html","Wilma de Faria (PSB) renunciou ao governo do Rio Grande do Norte na quarta e transmitiu o cargo ao vice, Iberê de Souza (PSB).","5ff625dea797944a540404d992ae145f.html","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RO_3_23_10404",1,"https://tcero.tc.br/2010/04/05/presidente-do-tce-destaca-obras-durante-renuncia-de-cassol-e-posse-de-cahulla/","O ato, ocorrido na última quarta-feira (31), em sessão solene da Assembleia Legislativa, presidida pelo deputado Neodi Carlos","cbed479e1e05b57b6cda0a5e7b738bd1.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RO_3_23_10404",2,"https://www.rondoniagora.com/geral/rondonia-completa-39-anos-de-instalacao-relembre-fatos-historicos","Ivo Cassol (PPS), catarinense, entrou em 1º de janeiro de 2003 e saiu em 31 de março de 2010.","1bd01399751b91d31155bd1906e32446.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2014_RO_3_15_220000000187",1,"https://rondonia.ro.gov.br/posse-e-transmissao-de-cargo-ao-governador-daniel-pereira/","Daniel Pereira tomou posse nessa sexta-feira, dia 6, na Assembleia Legislativa de Rondônia. Em seguida, o agora ex-governador Confúcio Moura transmitiu o cargo a ele.","2c47a855b491c079c5af60edf2774504.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2014_RO_3_15_220000000187",2,"https://psb40.org.br/daniel-pereira-do-psb-assume-o-governo-de-rondonia/","Pereira assume o governo no lugar de Confúcio Moura, que renunciou ao mandato de governador para concorrer a uma vaga no Senado","5b591b5c54a9eb1a9c9ec294c5388048.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RO_4_23_10642",1,"https://tcero.tc.br/2010/04/05/presidente-do-tce-destaca-obras-durante-renuncia-de-cassol-e-posse-de-cahulla/","durante a renúncia do ex-governador e posse do novo chefe do Executivo rondoniense, João Cahulla. O ato, ocorrido na última quarta-feira (31), em sessão solene da Assembleia Legislativa","cbed479e1e05b57b6cda0a5e7b738bd1.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RO_4_23_10642",2,"https://www.rondoniagora.com/geral/rondonia-completa-39-anos-de-instalacao-relembre-fatos-historicos","Em 2006, João Cahulla foi eleito vice-governador, e em 31 de março de 2010, com a renúncia de Ivo Cassol, assumiu a vaga de governador.","1bd01399751b91d31155bd1906e32446.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2014_RO_4_15_220000000188",1,"https://rondonia.ro.gov.br/posse-e-transmissao-de-cargo-ao-governador-daniel-pereira/","Daniel Pereira tomou posse nessa sexta-feira, dia 6, na Assembleia Legislativa de Rondônia. Em seguida, o agora ex-governador Confúcio Moura transmitiu o cargo a ele.","2c47a855b491c079c5af60edf2774504.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2014_RO_4_15_220000000188",2,"https://psb40.org.br/daniel-pereira-do-psb-assume-o-governo-de-rondonia/","tomou posse como chefe do Executivo local em ato na Assembleia Legislativa, nesta sexta-feira (6), em Porto Velho.","5b591b5c54a9eb1a9c9ec294c5388048.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RR_3_11_230002303000111",1,"https://www12.senado.leg.br/noticias/materias/2002/05/10/mozarildo-destaca-atuacao-do-governo-neudo-campos","O senador registrou que Neudo Campos deixa o governo para concorrer a uma vaga ao Senado","9cacaf6787a6f8e51b0cb9ee22bb3ace.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M1998_RR_3_11_230002303000111",2,"https://www.imprensaoficial.rr.gov.br/app/_edicoes/2002/04/doe-20020416.pdf","Francisco Flamaríon Portela - Governador do Estado de Roraima",NA,"http_404","sem_arquivo"
"curada_governos","eventos_governos_fonte_oficial.csv","M2002_RR_3_17_388",1,"https://noticias.stf.jus.br/postsnoticias/supremo-mantem-flamarion-portela-afastado-do-cargo-de-governador-em-roraima/","Flamarion foi cassado pelo Tribunal Superior Eleitoral (TSE) em 9 de novembro deste ano, por abuso de poder econômico nas eleições de 2002.","c8e1cba3ea7b977418b16147cea9aff1.bin","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2002_RR_3_17_388",2,"https://www1.folha.uol.com.br/fsp/brasil/fc1111200415.htm","o TSE (Tribunal Superior Eleitoral) decidiu anteontem, em definitivo, cassar o mandato de Flamarion, considerado culpado por crimes eleitorais de abuso do poder econômico e político.","d9847337a7461abb92dfa7ec2a5d58ea.htm","ok","exato"
"curada_governos","eventos_governos_fonte_oficial.csv","M2006_RR_3_45_10100",1,"https://www.imprensaoficial.rr.gov.br/app/_edicoes/2007/12/doe-20071211.pdf","Declarar luto oficial em todo Estado de Roraima, por 7 (sete) dias, a contar de 11 de dezembro de 2007, em sinal de pesar pelo falecimento do Excelentíssimo Senhor Governador do Estado de Roraima OTTOMAR DE SOUSA PINTO.",NA,"http_404","sem_arquivo"
